"clc_quartier","clc_secteur","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_port","fk_pied","fk_situation","fk_revetement","dte_plantation","age_estim","fk_prec_estim","dte_abattage","fk_nomtech","villeca","feuillage","remarquable","long","lat"
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,150,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25809936795247,49.8321155672166
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,150,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25824913140615,49.8321834880436
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,500,145,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25844511522981,49.8322723700623
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,500,125,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25863456922921,49.8323584961409
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,300,160,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILTOM","VILLE","Feuillu","Non",3.25879938369402,49.8324336645722
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,120,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25898304153975,49.832517426653
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,110,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25917691566251,49.8326058472847
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,120,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25932660472296,49.8326741166273
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,145,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25953810680251,49.8327705766511
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,300,185,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.25969828987907,49.8328436295784
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,300,180,"Essouché","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"2012/11/01 00:00:00+00","TILCOR","VILLE","Feuillu","Non",3.259887458569,49.8329299025993
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,145,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26005029696833,49.8330041673883
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,165,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26023717749114,49.8330893633445
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,105,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26058111237459,49.8332517227617
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,150,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26074166321015,49.8333269563549
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,500,145,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26089024448913,49.8333946660393
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,160,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26109166872971,49.8334888089951
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,105,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26130110705917,49.8335819322097
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,165,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26166533555658,49.833748192813
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,400,150,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26183987429132,49.8338278656267
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,120,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26219146152851,49.8339883529622
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,130,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26237202835386,49.8340707761187
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,130,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26344501344361,49.8345516839655
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,135,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26362075925999,49.8346332367323
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,145,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26370473972054,49.8346701369308
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,130,"EN PLACE","Adulte","réduit relâché","fosse arbre","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26406303254363,49.834835120432
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,300,110,"EN PLACE","Adulte","réduit relâché","fosse arbre","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26417702734523,49.8348884127192
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,100,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26463869127122,49.8350940769839
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,300,165,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26486788403005,49.8351979874045
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,500,105,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26524610394357,49.8353694602547
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,300,140,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26542495411606,49.8354487097919
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,100,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26556641554893,49.835514007562
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,300,115,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26568650060681,49.8355691186734
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,200,120,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26585106626432,49.835642861694
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,125,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.2660387001743,49.8357279270803
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,115,"EN PLACE","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26620553741893,49.8358033187191
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,500,135,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26638099081203,49.8358838700384
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,150,"SUPPRIMÉ","Adulte","réduit relâché","gazon","Alignement","Non","Non renseigné",50,10,"2017/06/30 22:00:00+00","TILCOR","VILLE","Feuillu","Non",3.2667261528868,49.8360385728592
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,300,155,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26708133742137,49.8362113175238
"Quartier Saint-Martin - Oëstres","Rue de Paris",1100,200,135,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26759065303391,49.8364291679804
"Quartier Saint-Martin - Oëstres","Rue de Paris",1000,400,125,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.2682382689662,49.8367150133448
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,400,95,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26875987892891,49.8369503775165
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,94,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26896763674462,49.8370411964317
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,300,110,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26932854482819,49.8372024167993
"Quartier Saint-Martin - Oëstres","Rue Jean Mermoz",1300,400,160,"EN PLACE","Adulte","réduit relâché","gazon","Isolé","Non","Non renseigné",50,10,"Non renseigné","PLAACE","VILLE","Feuillu","Non",3.2709364034029,49.8446240813461
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,110,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26951691877285,49.8372858934554
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,105,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26990574636126,49.8374580407048
"Quartier Saint-Martin - Oëstres","Rue de Paris",700,200,100,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27054976551559,49.8377421319562
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,90,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27062488907085,49.8377764969666
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,90,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.2707154941406,49.8378133768495
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,85,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27087234035233,49.8378835775221
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,95,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27107111343362,49.8379721154388
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,70,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27113687402416,49.8380019507137
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,85,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27127967377932,49.8380667376943
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,70,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27134743476237,49.8380977918444
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,65,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27142921440189,49.8381332656708
"Quartier Saint-Martin - Oëstres","Rue de Paris",800,200,65,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27148448658603,49.8381602399281
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,120,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27170279048238,49.8382611610626
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,100,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27176470857836,49.83829382612
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,75,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27183101381755,49.838322202371
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,90,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27189514604774,49.8383562890353
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,75,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27195925465779,49.8383860953075
"Quartier Saint-Martin - Oëstres","Rue de Paris",900,200,115,"EN PLACE","Adulte","réduit relâché","Revetement non permeable","Alignement","Non renseigné","Non renseigné",50,10,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.27203203187302,49.8384171221537
"Quartier Saint-Martin - Oëstres","Rue Jean Mermoz",1200,300,160,"Essouché","Adulte","réduit relâché","gazon","Isolé","Non","Non renseigné",50,10,"2012/07/01 00:00:00+00","PLAACE","VILLE","Feuillu","Non",3.27074603206506,49.8444398492957
"Quartier Saint-Martin - Oëstres","Rue Jean Mermoz",1200,300,185,"EN PLACE","Adulte","réduit relâché","gazon","Isolé","Non","Non renseigné",50,10,"Non renseigné","PLAACE","VILLE","Feuillu","Non",3.27063586587177,49.8445446687952
"Quartier Saint-Martin - Oëstres","Rue Jean Mermoz",1300,400,155,"EN PLACE","Adulte","réduit relâché","gazon","Isolé","Non","Non renseigné",50,10,"Non renseigné","PLAACE","VILLE","Feuillu","Non",3.27080966074588,49.844625305211
